title,title2,date,update,journalist,article
[포토] 4월10일 투표 꼭 하세요!,,2024-04-07 17:36,2024-04-07 17:47,김영원,"4·10 총선이 사흘 앞으로 다가온 7일 오전 서울시선거관리위원회(서울시 선관위) 직원들이 서울 종로구 창경궁 홍화문 앞에서 제22대 국회의원선거 투표 참여 홍보캠페인을 했다. 한복과 인형 탈 차림으로 나타난 직원들은 손에 ‘4월10일 국회의원 선거 우리 모두 투표해요’라고 적힌 손팻말을 들고 시민들에게 투표를 독려했다. 따뜻한 봄 날씨에 창경궁으로 나들이 나온 시민들은 인형 탈과 함께 사진을 찍고 투표 홍보용 부채를 받기도 했다. 지난 4∼5일 진행된 사전투표가 역대 총선 최고 사전투표율인 31.28%를 기록한 가운데, 본 투표는 오는 10일 오전 6시부터 오후 6시까지 치러진다., 김영원 기자 forever@hani.co.kr"
‘대파 금지령’ 맞서 ‘인증샷’ 열기…조국 “대파 혁명”,,2024-04-07 13:55,2024-04-08 08:50,엄지원,"4·10 총선을 앞두고 지난 5~6일 진행된 사전투표 기간 동안 유권자와 정치권의 최대 열쇳말은 ‘대파’였다. 중앙선거관리위원회가 대파를 ‘정치적 표현물’로 간주해 사전투표소 내 반입을 금지하자, 야당 지지층에게 ‘대파 인증샷’이 유희처럼 번져나갔고 야당 출마자의 유세장에서도 대파가 ‘필수품’으로 등극했다., 사전투표가 진행된 주말 내내 소셜미디어는 야당 지지층의 대파 인증샷으로 북적였다. 7일 엑스(X·옛 트위터)를 보면, 한 이용자는 ‘대파 모양’ 펜을 만들어 유세장에 가져갈 수 있게 배포한다고 알렸다. 또다른 유권자가 대파 모양 손뜨개 도안을 올리자 이를 따라 만든 이용자들이 인증샷을 올리기도 했다. 김건희 여사의 ‘명품가방 수수 논란’을 저격하며, 종이가방을 활용한 가짜 명품가방을 들고 투표소를 찾은 시민들도 많았다. 윤 대통령의 ‘대파 875원’ 발언 논란 이후 정부의 물가정책 실패를 상징하게 된 ‘대파’와 김 여사를 둘러싼 온갖 의혹을 상징하는 ‘명품가방’이 정권 심판론을 견인하게 된 것이다., 민주당과 조국혁신당 등 야당의 유세장에서도 지지자들이 들고 온 대파와 가짜 명품가방이 주요 소품으로 사용됐다. 지난 6일 경기 용인시에서 유세에 나선 이재명 대표는 한 지지자가 헬멧에 대파를 붙여 만들어온 소품을 들고 “투표소에 들어갈 때 대파는 (가져가면) 안 되고 쪽파는 된다고 한다. 대파는 안 되는 이유가 무엇이냐”며 목청을 높였다. 이 대표는 이에 앞서 서울 성동구 유세에서도 “대파가 테러라도 한단 말이냐”라고 비판했다. ‘대파 금지령’을 내렸던 선관위가 6일 뒤늦게 “(정치적) 목적이 없다면 대파든 다른 무엇이 됐든 투표소 반입을 제한할 이유가 없다”고 밝혔지만, 이미 ‘입틀막’ 정부를 향한 반감이 확산된 뒤였다., 조국 조국혁신당 대표도 6일 대전 유세에서 지지자가 만들어온 ‘대파 팻말’을 손에 든 채 발언을 이어갔다. 조 대표는 7일 “윤석열 대통령이 투표한 부산 강서구 명지1동 사전투표장을 찾아 투표했다. 부산 명지는 내가 태어나기 오래 전부터 대파 재배로 유명한 동네”라며 “나는 마음 속에 대파를 품고 투표했다. 대파 혁명”이라고 페이스북에 글을 올리기도 했다., 엄지원 기자 umkija@hani.co.kr"
"이재명 “일 못한 책임 물어야”…한동훈 “민주, 여성혐오 정당”",총선 D-3 막판 지지층 결집 나서,2024-04-07 11:48,2024-04-07 20:19,"손현수,","4·10 총선을 사흘 앞둔 7일 오전, 이재명 더불어민주당 대표와 한동훈 국민의힘 비상대책위원장은 각각 인천과 대전에서 유세를 하며 지지층 결집에 나섰다., 이재명 민주당 대표는 이날 오전, 자신이 출마한 인천 계양을 지역구에서 도보와 차량을 이용한 유세를 이어갔다. 그는 “국민이 무섭다는 것을 4월10일 투표로 확실하게 보여주시라”고 투표를 독려했다., 이 대표는 또 “잘못해도 용서하고, 색깔이 같다고 지지하고, 고향이 같다고 악행을 저질러도 지지하면, 그들은 여러분이 맡긴 권력과 예산으로 자기 뱃속을 채운다”며 “일꾼이 일꾼 역할을 제대로 못하면 책임을 물어야 한다. 그래야 주민을 위해 충실하게 일한다”고 정부·여당 심판론을 강조했다., 한동훈 위원장은 이날 오전 대전 노은역광장 유세에서 김준혁 더불어민주당 후보(경기 수원정)의 ‘막말 논란’을 겨냥해 “민주당은 여성혐오 정당, 성희롱 정당”이라며 공세를 이어갔다. 그는 “김준혁이란 사람이 한 얘기가 엽기적이어서 방송에서 차마 틀지도 못한다고 한다. 만약 이런 식으로 직장 동료나 다른 여성 동료들 있는데 억지로 듣게 하면, 그건 직장 내 성희롱이 될 것”이라며 “맥락도 안 맞게 무조건 깔대기식으로 음담패설을 내놓고, 억지로 듣게 하고, 듣는 사람 표정 보고 즐기는 것, 이건 성도착 아닌가”라고 강하게 비판했다., 한 위원장은 또 “그런데 그 사람(김준혁)을 민주당이 비호한다”며 “그런 사람을 여러분 대표로 내세우고 불쾌한 음담패설, 불쾌한 성희롱을 다시 2024년 대한민국에 허용하겠다는 정당과, 그걸 절대 허용하지 않겠다는 정당 중에 선택해달라”고 국민의힘 지지를 호소했다., 손현수 기자 boysoo@hani.co.kr 대전/김지은 기자 quicksilver@hani.co.kr 강재구 기자 j9@hani.co.kr"
사전투표율 31.28% 역대 최고…여 “양쪽 결집” 야 “성난 민심”,"국힘 “누가 더 절실하게 투표장 나가느냐 중요”
민주 “주권자의 힘” 고무 속 본투표 ‘이완’ 경계",2024-04-06 19:12,2024-04-07 16:48,"엄지원,","4·10 총선 사전투표율이 31.28%로 역대 최고치를 기록한 6일, 여야는 저마다 각자에게 유리한 해석을 내놓으며 10일 본투표에서 쐐기를 박자고 지지자들에게 호소했다., 이날 투표 결과가 나오자 더불어민주당에선 “‘하루라도 빨리’ 윤석열 정권을 심판하겠다는 성난 민심이 확인됐다”고 평가했다. 강선우 민주당 대변인은 논평에서 “위대한 국민께서 투표로 주권자의 힘을 보여주셨다”며 이같이 주장했다. 앞서 21대 총선에선 역대 최고치인 26.69%의 사전투표율과 66.2%의 투표율을 기록한 뒤 민주당 쪽이 180석을 챙기며 압승을 거뒀다. 조국혁신당 역시 “국민 위에 군림하려는 자들을 투표로 응징하겠다는, 가장 뜨거운 심판 의지를 보여주셨다”(신장식 수석대변인)고 평가했다., 다만 야당은 높은 사전투표율에 야권 지지층이 고무돼 정작 본투표 당일 ‘이완’될 가능성을 경계하고 있다. 이재명 민주당 대표는 이날 서울·경기 지역 격전지 유세에서 거듭 “0.73%, 간발의 차이로 대선에서 결론이 바뀌는 바람에 지금 우리가 이 어려움을 겪는다고 생각한다”며 “‘우리가 와서 투표했으면, 이겼을 것을’, 이번에 그런 일이 곳곳에서 벌어질 것이다. 투표하면 이긴다”라고 말했다., 여당 역시 높은 사전투표율을 여야 진영이 모두 결집한 까닭으로 풀이하며 지지층을 독려했다. 한동훈 국민의힘 비상대책위원장은 이날 저녁 울산 동구 유세에서 “사전투표율 지난 총선에 비해서 매우 높은 것은 우리도, 저쪽도 결집하고 있단 뜻이다”라며 “그럴 때는 그동안 나왔던 여론조사 결과도 다 소용없다. 중요한 건 누가 더 절실하게 투표장으로 많이 나가느냐”라고 말했다. 그는 이에 앞서 경남 거제 유세에선 “얼마나 우리가 ‘범죄자들’에 대해 화가 났는지 보여주기 위해 여러분이 사전투표장에 나갔기 때문에 사전투표율이 역대 총선 중 가장 높았던 게 아니냐”고 주장하기도 했다. 민주당과 조국혁신당 등에 대한 심판 정서 때문에 사전투표율이 높았다는 해석이다. 한 위원장은 “지금 생각이 약간 다르다고 해서 뭉치지 않을 때가 아니다. 상대는 뭉치고 있다”며 “남은 시간 동안 투표하지 않은 분들을 적극적으로 설득해달라”고 말했다., 엄지원 기자 umkija@hani.co.kr 선담은 기자 sun@hani.co.kr"
총선 사전투표율 31.28%…사상 첫 30% 돌파,"이틀간 1384만9043명 투표
21대 총선 26.69% 넘어서",2024-04-06 18:32,2024-04-07 11:45,서정민,"제22대 국회의원선거 사전투표율이 30%를 넘겨 최종 31.28%로 집계됐다. 이는 지난 2016년 총선 사전투표제가 도입된 이래 역대 최고 투표율이다., 6일 중앙선거관리위원회 집계를 보면, 전날 오전 6시부터 부터 이날 오후 6시까지 진행한 총선 사전투표에서 전체 유권자 4428만11명 가운데 1384만9043명이 투표했다. 이는 20대 총선(12.19%)과 21대 총선(26.69%) 사전투표율을 넘어 역대 최고 사전투표율로 기록됐다., 투표율이 가장 높은 지역은 전남(41.19%)이고, 전북(38.46%), 광주(38%), 세종(36.80%) 등이 뒤를 이었다. 가장 낮은 곳은 대구로 25.6%다. 이어 제주(28.50%), 경기(29.54%), 부산(29.57%) 등의 순이다. 서울 투표율은 32.63%를 기록했다., 이번 사전투표는 5~6일 이틀간 전국 총 3565개 투표소에서 이뤄졌다. 이번 총선에 대한 뜨거운 관심을 반영하듯 역대 가장 많은 유권자들이 사전투표에 참여했다., 서정민 기자 westmin@hani.co.kr"
선관위 “정치적 목적 없는 대파는 투표소 반입 가능”,"‘대파 반입 금지’ 논란에 보도자료
야권 지지용 ‘대파 헬멧’ 등은 불허",2024-04-06 18:04,2024-04-07 11:49,선담은,"중앙선거관리위원회(선관위)가 6일 4·10 총선 투표소 ‘대파 반입 금지’ 논란과 관련해 “특정 정당이나 후보자를 지지·반대하는 의도나 목적 없이 일반적인 물품을 소지하고 투표소에 출입하는 것은 제한되지 않는다”는 입장을 내놓았다. 정치적 목적이 아닌 일상적인 이유로 유권자가 투표소에 대파를 들고 오는 행위 자체를 막지 않겠다는 취지다., 선관위는 이날 보도자료를 내어 “투표소는 선거의 공정성이 더욱 엄격히 요구되는 곳으로 선거인이 자유롭게 투표하기 위해서는 투표소의 질서가 유지되고 투표의 자유 및 비밀이 보장돼야 한다”며 “투표소 내에서 특정 물품을 본래 용도를 벗어나 정치적 의사 표현의 도구 등으로 사용하는 경우 선거에 영향을 미칠 우려가 매우 크다”고 밝혔다. 더불어민주당 등 야권을 지지한다는 뜻을 나타내기 위해 투표소에 ‘대파 헬멧’ 등을 들고 오는 행동을 허용하진 않겠다는 것이다., 다만, 선관위는 “정치적 의사의 표현을 위한 것인지 여부는 선거인이 내심을 드러내지 않는 한 정확히 알 수 없고, 투표관리관이 물품 소지 목적을 일일이 확인할 수도 없다”고 덧붙였다. 장을 보러 나간 김에 투표장에 들린 유권자가 ‘장바구니에 든 대파’를 들고 오는 경우처럼 정치적 의사를 표현하는 목적이 아니라면 반입이 가능하다는 게 선관위 쪽 설명이다., 선관위 관계자는 한겨레에 “이번 논란 자체가 ‘정부에 대한 항의 표시로 대파를 갖고 투표하는 것이 가능하냐’는 유권해석 질의가 들어오면서 시작된 것”이라며 “(정치적) 목적이 없다면 대파든 다른 무엇이 됐든 투표소 반입을 제한할 이유가 없다”고 설명했다., 한편, 공직선거법 제166조는 “사전투표소 또는 투표소 안에서 특정 정당이나 후보자를 지지 또는 반대하는 언동을 하거나, 선거에 영향을 미칠 우려가 있는 표지를 할 수 없다”고 규정하고 있다., 선담은 기자 sun@hani.co.kr"
총선 사전투표율 이미 역대 최고…오후 4시 28.1%,"21대 총선 때 26.69% 넘어서
오후 6시 마감…30% 돌파하나",2024-04-06 16:30,2024-04-06 17:53,서정민,"제22대 국회의원선거 사전투표 마지막 날인 6일 오후 4시 현재 투표율이 28.1%로 집계됐다. 이는 이미 지난 21대 총선 사전투표율(26.69%)을 넘어선 수치로, 이번 총선 사전투표율은 역대 최고를 기록할 전망이다., 중앙선거관리위원회 집계를 보면, 전날 오전 6시부터 진행된 사전투표에서 오후 4시 현재 전체 유권자 4428만11명 가운데 1244만2964명이 투표를 마쳤다. 이는 2020년 21대 총선의 사전투표 동시간대 투표율(23.46%)은 물론 최종 투표율까지 넘어선 수치다. 이에 따라 사전투표제가 도입된 20대 총선(12.19%) 이후 역대 최고 사전투표율을 기록할 것으로 전망된다., 현재까지 투표율이 가장 높은 지역은 전남(38.07%)이고, 전북(35.22%), 광주(34.3%), 세종(32.52%) 등이 뒤를 이었다. 가장 낮은 곳은 대구로 22.88%다. 이어 제주(25.8%), 경기(26.33%), 부산(26.63%) 등의 순이다. 서울 투표율은 29%를 기록했다., 사전투표는 전날부터 6일까지 전국 총 3565개 투표소에서 이틀간 오전 6시부터 오후 6시까지 이뤄진다. 사전투표에 참여하려면 신분증을 반드시 지참해야 한다., 서정민 기자 westmin@hani.co.kr"
한동훈 “투표소에 ‘법카’ 들고가도 되나”…‘대파’ 반박,,2024-04-06 14:53,2024-04-07 15:40,선담은,"한동훈 국민의힘 비상대책위원장 겸 총괄선거대책위원장이 6일 4·10 총선 사전투표소에 ‘대파 반입 금지’를 비판한 더불어민주당을 향해 “일제 샴푸, 위조된 표창장, 법인카드 들고 투표장 가도 되느냐”라고 맞받아쳤다., 한 위원장은 이날 오후 부산 사하구와 북구 등에서 한 지원유세에서 “이재명 대표를 비롯한 민주당 쪽에서 투표장에 대파 들고 가지 못하게 한다고 (정치를) 희화화하고 있다”면서 “먼저 국민들께 대단히 죄송하다는 말씀드린다. 저희가 물가를 더 잘 잡았어야 했고, 더 노력했어야 했다. 정부가 더 노력하게 할 거다”라고 말했다., 한 위원장은 이어 “그렇지만 민주당은 이 물가의 고통 앞에서 고통을 희화화하면서 정치에 이용하는 거 말고 하는 게 없다”며 “이런 식이면 (투표장에) 일제 샴푸 가져가고, 위조된 표창장, 법인카드, 여배우 사진 들고 가도 되겠느냐”고 했다., 한편, 국민의힘 중앙선거대책위원회 클린선거본부는 이날 기자들에게 보낸 공지에서 “오늘(6일) 중앙선거관리위원회에 ‘투표소 입장 때 소지 가능 물품’에 대해 국민의힘은 질의하는 공문을 발송했다”며 질의 내용에 대해 “투표소 입장 때 국민들이 ‘일제 샴푸’, ‘초밥 도시락’, ‘법인카드’, ‘형수 욕설 녹음기’, ‘위조된 표창장’ 등을 지참할 수 있느냐는 것”이라고 밝혔다., 선담은 기자 sun@hani.co.kr"
대파가 정권심판론 상징?…야권 유세 ‘필수템’,"선관위 투표소 반입 금지하자 
이재명 “대파가 테러라도 하냐”
조국, ‘대파 팻말’ 들고 선거운동",2024-04-06 14:50,2024-04-07 11:49,엄지원,"중앙선거관리위원회가 사전투표소 내에 ‘대파 반입’을 금지하면서 대파가 야권 유세의 ‘잇템’(꼭 있어야 하는 아이템)으로 등극했다., 사전투표 둘째날인 6일 더불어민주당과 조국혁신당 지도부의 유세 현장엔 대파를 이용한 소품이 빠지지 않고 등장했다. 앞서 5일 중앙선관위가 대파를 ‘선거에 영향을 미칠 수 있는 표지’로 보고 투표소 내 반입을 금지하자, 되레 대파가 선거에서 정권 심판의 상징물로 강력히 자리매김한 것이다. 엑스(X·옛 트위터)에는 실물 대파 대신 투표소에 가져갈 ‘손뜨개 대파’ 등 소품 인증샷이 잇따르고 있다., 이날 경기 용인 수지에서 부승찬 후보 유세에 나선 이재명 대표는 한 지지자가 만들어온 ‘대파 헬멧’을 들고 “투표소에 들어갈 때 대파는 (가져가면) 안 되고 쪽파는 된다고 한다. 대파는 안 되는 이유가 무엇이냐”며 목청을 높였다. 그는 “용산 대통령실의 시민사회수석은 기자들을 회칼 테러를 언급하며 겁박하더니 이번엔 파를 틀어막는다”며 “철저하게 중립적이어야 할 선관위도 이 폭압적 정권의 눈치를 본다”고 말했다. 이 대표는 이에 앞서 박성준 서울 중·성동을 후보를 지원하기 위한 유세에서도 “대파가 테러라도 한단 말이냐”라고 비판했다., 조국 조국혁신당 대표 역시 이날 대전 기자회견에서 “많은 시민들이 자발적으로 손팻말을 만들어오신다”며 지지자가 만들어온 ‘대파 팻말’을 손에 든 채 발언을 이어갔다. 그는 전날 부산 강서구의 한 투표소에서 사전투표를 마친 뒤 기자들에게 “마음 같아선 사전투표 할 때 실파, 쪽파를 들고 가고 싶었다. 대파 한 단 값이 875원이라고 믿는 대통령이 우리나라를 이끌고 있다, 앞으로 3년간 이끌게 내버려둬서야 되겠느냐”고 했다. 조 대표는 소셜미디어의 프로필 사진도 대파를 든 사진으로 바꿔둔 상태다., 한편 이날 기자회견에서 조 대표는 최근 한동훈 국민의힘 비상대책위원장이 조국혁신당의 ‘사회권 선진국’ 공약을 “조국식 사회주의”로 폄훼한 데 대해 “기득권 세력이 선거 막판 승리를 못할 것 같으면 조자룡 헌칼처럼 빼드는 게 색깔론, 종북론”이라며 “평생 경찰, 검찰로 일한 분들이 (당에) 계신데 무슨 귀신 씨나락까먹는 소리냐”고 맞받았다., 엄지원 기자 umkija@hani.co.kr"
사전투표 1100만명 돌파…오후 2시 24.93%,4년 전보다 4.48%p 높아,2024-04-06 14:22,2024-04-06 16:49,배현정,"22대 총선 사전투표 마지막 날인 6일 오후 2시 현재 투표율은 24.93%로 집계됐다., 중앙선거관리위원회 집계를 보면, 전날 오전 6시부터 진행된 사전투표에서 오후 2시 현재 전체 유권자 4428만11명 가운데 1103만 7285명이 투표를 마쳤다., 이는 2020년 21대 총선의 사전투표 동시간대 투표율(20.45%)과 견줘 4.48%포인트 높고, 기존 최고치인 지난 2022년 20대 대선 사전투표 당시, 같은 시간대 투표율(28.74%) 보다는 3.81%포인트 낮다., 현재까지 투표율이 가장 높은 지역은 전남(34.7%)이고, 전북특별자치도(31.87%), 광주(30.55%), 세종(28.47%) 등이 뒤를 이었다. 가장 낮은 곳은 대구로 20.1%다. 이어 제주(23.05%), 경기(23.18%), 부산(23.59%) 등의 순이다. 서울 투표율은 25.52%를 기록했다., 사전투표는 전날부터 6일까지 전국 총 3565개 투표소에서 이틀간 오전 6시부터 오후 6시까지 이뤄진다. 사전투표에 참여하려면 신분증을 반드시 지참해야 한다., 배현정 기자 sprring@hani.co.kr"
"행안부, ‘투표율 부풀리기’ 의혹 제기에 “사실 아냐”",,2024-04-06 13:06,2024-04-06 13:11,배현정,"행정안전부는 실제 투표인 숫자가 부풀려졌다는 의혹이 제기되자 사실이 아니라고 해명했다., 행안부는 6일 보도자료를 내고 “투표율을 조작했다는 일부 언론 보도 내용은 사실이 아니다”고 밝혔다., 앞서 사전투표 첫날인 지난 5일 실제 투표 참여자보다 선거관리위원회 서버에 기록된 투표자 숫자가 더 많이 집계됐다며 행안부가 참여율을 부풀려 집계한 것이 아니냐는 의혹이 불거졌다., 이에 대해 행안부는 제22대 국회의원 선거 투·개표 지원상황실, 지자체와 함께 1일 차 사전투표 이상 유무에 대해 전수조사를 실시했다. 관외 사전투표지가 들어 있는 회송용 봉투 수와 관외 선거인들이 발급받은 투표용지 수의 전산상 기록을 비교한 것이다. 그 결과, 회송용 봉투 수와 전산상 기록의 투표자 숫자는 일치하는 것으로 드러났다., 다만, 관외 선거인이 사전 투표함에 회송용 봉투를 잘못 넣거나 회송용 봉투를 넣지 않고 투표지만 사전투표함에 투입하는 등의 극소수 실수 사례는 제외했다고 밝혔다., 배현정 기자 sprring@hani.co.kr"
"한동훈 “민주, 쓰레기 같은 여성혐오…불량품의 실수 아냐”","민주당 김준혁 후보 겨냥 연일 공세
이재명 ‘형수 욕설’ 사건도 또 언급",2024-04-06 12:13,2024-04-06 16:50,선담은,"한동훈 국민의힘 비상대책위원장 겸 총괄선거대책위원장이 4·10 총선 사전투표 둘째날인 6일, 김준혁 더불어민주당 후보(경기 수원정)의 ‘막말 논란’과 관련해 “불량품의 실수나 일탈이 아니다”라며 민주당을 향한 공세를 이어갔다., 한 위원장은 이날 오전 경남 거제시 고현사거리에서 한 지원유세에서 김준혁 후보를 겨냥해 “더불어민주당이 끝까지 비호하고 있다”며 “쓰레기 같은 성평등 의식, 여성혐오 의식은 한 명의 불량품의 실수나 일탈이 아니다. (민주당은) 저 사람을 계속 국회로 보내려고 하고 있기 때문”이라고 지적했다., 한 위원장은 이어 “이재명 대표는 김준혁 후보를 정리할 수 없다. 이 대표는 전 국민이 아는 별명이 있지 않나. 입에 담기 어려운 그 별명을 누가 만들어 낸 것이냐. 본인이 한 말”이라고 이 대표의 과거 ‘형수 욕설’ 사건을 언급했다. 그러면서 한 위원장은 “민주당 김남희 후보가 ‘역사에 있어 해석은 다양할 수 있지 않느냐’라고 말했는데, 역사적인 상황을 왜곡해서 음담패설을 늘어놓는 게 해석의 다양성이란 말로 허용될 수 있는 얘기냐. 그렇다면 5·18에 대한 비하는 우리가 왜 못하게 하는 것인가”라며 “우리는 역사를 존중하고, 인간을, 여성을, 남성을 존중하는 사람이기 때문”이라고 지적했다. 앞서 김남희 후보는 전날 시비에스(CBS) 유튜브 방송 인터뷰에서 김준혁 후보 논란과 관련해 “역사의 해석에 있어선 다양한 목소리들도 있을 수 있다”고 한 바 있다., 한 위원장은 “그들은 머릿속에 그런 변태적이고 도덕을 무너뜨리고 인간을 혐오하는 생각으로 가득 차 있다. 그런 사람들이 왜 우리를 대표해야 하나”라고 반문하며 “이재명 대표나 김준혁 같은 분들은 확신범이다. 한 번에 그치지 않는다. 이런 사람들이 국회에 가서 어떤 정책을 펴겠느냐”고 말했다., 한 위원장은 마지막으로 “과거에 비해서 사전투표율이 높아졌다. 그게 다 우리 때문”이라며 “기세를 보여달라. 투표장에 가 달라”고 지지자들에게 사전투표 참여를 호소했다., 선담은 기자 sun@hani.co.kr"
이재명 “윤 정부 성공하려면 지지자들도 ‘경고투표’ 해야”,2박3일간 제주에서 인천까지 선거운동,2024-04-06 12:10,2024-04-06 17:53,엄지원,"4·10 총선 사전투표 이틀째인 6일 이재명 더불어민주당 대표는 “윤석열 정권의 성공을 위해서라도 저들이 가는 길을 멈춰 세워달라”며 투표를 독려했다. 이 대표 쪽은 지난 3일부터 5일까지 2박3일동안 제주부터 인천까지 1천여km를 달렸다며 “사전투표를 위한 사투의 시간”이었다고 호소했다., 이 대표는 이날 오전 서울 성동구 금호동에서 측근인 박성준 중·성동을 후보를 지원하는 것으로 수도권 격전지 공략을 위한 유세에 나섰다. 연설에 나선 이 대표는 “지난 대선 이후 윤석열 정권은 2년도 안 되는 짧은 시간에 우리 모두가 아는 것처럼 물가 폭등 같은 민생 파탄을 불러왔다. 국민들이 이렇게 민생 현장에서 고통받는데 우리가 위임한 권력으로 지금 이 순간에도 그들은 권력을 남용하고 예산을 낭비하고 있다”고 목소리를 높였다. 그러면서 이 대표는 “‘정치를 외면하면 가장 저질스러운 인간에게 지배받는다는 플라톤의 말처럼 우리가 관심갖지 않으면 그 몫만큼 악의적인 소수 기득권자들의 몫이 된다”며 투표를 독려했다., 이어 이 대표는 윤석열 정부를 지지하는 이들을 향해서도 ‘경고 투표’에 나서달라고 호소했다. 그는 “윤석열 정권의 성공을 바란다면, 윤석열 대통령의 성공을 바라는 분이 계시면 (정권의) 진짜 성공을 위해서라도 지금 가는 이 길을 멈추게 해야 한다”며 “지금 경고를 줘야 한다. 지금 견제하지 않으면 잘못된 길을 계속 갈 것이고 결국은 이 나라를 나락에 빠뜨리고 국민이 불행해질 뿐만 아니라 정권도 윤석열 대통령도 국민의 힘도 불행해질 것”이라고 힘주어 말했다. 이 대표는 이날 부승찬 경기 용인병 후보, 엄태준 경기 이천 후보 등 경기 격전지를 차례로 방문해 유세를 이어간다., 이 대표 쪽은 특히 제주 4·3 희생자 추념식에 참석한 3일부터 5일까지 제주·경남 창원·부산·울산·대구와 충남·북에 이르기까지 사흘간 1032km의 유세 일정을 소화했다고 강조했다. 이 대표 비서실은 페이스북에 올린 글에서 “‘사투(사전투표)’ 독려를 위한 ‘사투’의 시간이었다”며 “지난 대선, 0.73%포인트 차이로 이 나라의 운명이 달라졌다. 작은 차이가 불러온 엄청난 결과의 무게를 뼈저리게 절감한다”며 투표를 독려했다., 엄지원 기자 umkija@hani.co.kr"
5명중 1명은 투표 마쳤다…오전 11시 20.51%,"사전투표 이틀째 907만9657명
4년 전보다 4.05%p 높아져",2024-04-06 11:31,2024-04-06 11:40,배현정,"22대 총선 사전투표 마지막 날인 6일 오전 11시 현재 투표율(누적 기준)이 20.51%로 집계됐다. 유권자 5명 중 1명꼴로 투표를 마쳤다., 중앙선거관리위원회 집계를 보면, 전날 오전 6시부터 시작된 사전투표에서 이날 오전 11시 기준 현재 전체 유권자 4428만11명 가운데 907만9657명이 투표를 마쳤다., 이는 2020년 21대 총선의 사전투표 동시간대 투표율(16.46%)과 견줘 4.05%포인트 높다., 현재까지 전국 17개 시·도 가운데 전남의 투표율이 29.91%로 가장 높았고, 전북이 27.23%로 뒤를 이었다. 광주 25.53%, 세종 22.81%, 강원 22.7%, 경북 21.2% 등 순이다. 투표율이 가장 낮은 지역은 대구로 16.26%를 기록했다. 이어 경기 18.8%, 제주 19.1%, 부산 19.3% 등의 순이다. 서울은 20.74% 투표율을 기록했다., 사전투표는 전날부터 6일까지 전국 총 3565개 투표소에서 이틀간 오전 6시부터 오후 6시까지 이뤄진다. 사전투표에 참여하려면 신분증을 반드시 지참해야 한다., 배현정 기자 sprring@hani.co.kr"
사전투표율 오전 9시 17.78%…4년 전보다 3.74%p 높아,787만5045명 투표,2024-04-06 09:48,2024-04-06 11:53,배현정,"22대 총선 사전투표 둘째날인 6일 오전 9시 현재 투표율은 17.78%로 집계됐다., 중앙선거관리위원회 집계를 보면, 전날 오전 6시부터 진행된 사전투표에서 오전 9시 현재 전체 유권자 4428만11명 가운데 787만5045명이 투표를 마쳤다., 이는 2020년 21대 총선의 사전투표 동시간대 투표율(14.04%)과 견줘 3.74%포인트 높고, 기존 최고치인 지난 2022년 20대 대선 사전투표 당시, 같은 시간대 투표율(20.17%)보다는 2.39%포인트 낮다., 현재까지 투표율이 가장 높은 지역은 전남(26.51%)이고 전북특별자치도(23.94%), 광주(22.4%), 강원(19.81%) 등이 뒤를 이었다. 가장 낮은 곳은 13.91%를 기록한 대구다. 이어 인천 16.71%, 경기 16.24%, 대전 16.76% 등의 순이다. 서울 투표율은 18.02%다., 사전투표는 전날부터 6일까지 전국 총 3565개 투표소에서 이틀간 오전 6시부터 오후 6시까지 이뤄진다. 사전투표에 참여하려면 신분증을 반드시 지참해야 한다., 배현정 기자 sprring@hani.co.kr"
